country_name,date,parameter,product,value,unit
Hungary,11/1/2023,Net Electricity Production,Combustible Renewables,129.8573,GWh
Hungary,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,21.1832,GWh
Hungary,11/1/2023,Net Electricity Production,Hydro,17.8661,GWh
Hungary,11/1/2023,Net Electricity Production,Wind,74.8084,GWh
Hungary,11/1/2023,Net Electricity Production,Solar,298.8276,GWh
Hungary,11/1/2023,Net Electricity Production,Geothermal,0.6271,GWh
Hungary,11/1/2023,Net Electricity Production,Not Specified,11.25,GWh
Hungary,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",521.9864,GWh
Hungary,11/1/2023,Total Imports,Electricity,1959.4488,GWh
Hungary,11/1/2023,Total Exports,Electricity,696.5649,GWh
Hungary,11/1/2023,Distribution Losses,Electricity,223.2272,GWh
Hungary,11/1/2023,Final Consumption (Calculated),Electricity,3728.8769,GWh
Iceland,11/1/2023,Net Electricity Production,Electricity,1606.7101,GWh
Iceland,11/1/2023,Net Electricity Production,Total Combustible Fuels,0.1028,GWh
Iceland,11/1/2023,Net Electricity Production,Oil and Petroleum Products,0.1028,GWh
Iceland,11/1/2023,Net Electricity Production,Hydro,1130.3386,GWh
Iceland,11/1/2023,Net Electricity Production,Wind,1.156,GWh
Iceland,11/1/2023,Net Electricity Production,Geothermal,475.1128,GWh
Iceland,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1606.6073,GWh
Iceland,11/1/2023,Distribution Losses,Electricity,43.9385,GWh
Iceland,11/1/2023,Final Consumption (Calculated),Electricity,1562.7716,GWh
Ireland,11/1/2023,Net Electricity Production,Electricity,2695.2698,GWh
Ireland,11/1/2023,Net Electricity Production,Total Combustible Fuels,1349.836,GWh
Ireland,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",88.8176,GWh
Ireland,11/1/2023,Net Electricity Production,Oil and Petroleum Products,22.4293,GWh
Ireland,11/1/2023,Net Electricity Production,Natural Gas,1144.0777,GWh
Ireland,11/1/2023,Net Electricity Production,Combustible Renewables,74.9371,GWh
Ireland,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,19.5744,GWh
Ireland,11/1/2023,Net Electricity Production,Hydro,142.8371,GWh
Ireland,11/1/2023,Net Electricity Production,Wind,1199.9439,GWh
Ireland,11/1/2023,Net Electricity Production,Solar,2.6529,GWh
Ireland,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1420.3709,GWh
Ireland,11/1/2023,Total Imports,Electricity,350.8997,GWh
Ireland,11/1/2023,Total Exports,Electricity,32.7959,GWh
Ireland,11/1/2023,Used for pumped storage,Electricity,40.8892,GWh
Ireland,11/1/2023,Distribution Losses,Electricity,221.8521,GWh
Ireland,11/1/2023,Final Consumption (Calculated),Electricity,2750.6323,GWh
Italy,11/1/2023,Net Electricity Production,Electricity,20627.347,GWh
Italy,11/1/2023,Net Electricity Production,Total Combustible Fuels,11340.0822,GWh
Italy,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",966.4952,GWh
Italy,11/1/2023,Net Electricity Production,Oil and Petroleum Products,469.9099,GWh
Italy,11/1/2023,Net Electricity Production,Natural Gas,8733.2612,GWh
Italy,11/1/2023,Net Electricity Production,Combustible Renewables,1026.1057,GWh
Italy,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,144.3102,GWh
Italy,11/1/2023,Net Electricity Production,Hydro,4309.319,GWh
Italy,11/1/2023,Net Electricity Production,Wind,2983.0565,GWh
Italy,11/1/2023,Net Electricity Production,Solar,1507.3613,GWh
Italy,11/1/2023,Net Electricity Production,Geothermal,444.5227,GWh
Italy,11/1/2023,Net Electricity Production,Not Specified,43.0052,GWh
Italy,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10270.3652,GWh
Italy,11/1/2023,Total Imports,Electricity,4811.1052,GWh
Italy,11/1/2023,Total Exports,Electricity,266.9095,GWh
Italy,11/1/2023,Used for pumped storage,Electricity,189.9368,GWh
Italy,11/1/2023,Distribution Losses,Electricity,1474.5695,GWh
Italy,11/1/2023,Final Consumption (Calculated),Electricity,23507.0362,GWh
Japan,11/1/2023,Net Electricity Production,Electricity,75022.586,GWh
Japan,11/1/2023,Net Electricity Production,Nuclear,6501.9495,GWh
Japan,11/1/2023,Net Electricity Production,Total Combustible Fuels,53851.9084,GWh
Japan,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",22548.3238,GWh
Japan,11/1/2023,Net Electricity Production,Oil and Petroleum Products,1399.6026,GWh
